"","player_name","player_height_inches","player_weight","raptor_offense","raptor_defense","raptor_total","FG","FGA","FG_pct","FG3","FGA3","FG3_pct","FG2","FGA2","FG2_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","Fouls","PTS"
"90","George King",78,220,-14.271454785148,-6.93583018194799,-21.207284967096,0,9.5,0,0,7.6,0,0,1.9,0,1.9,3.8,0.5,0,9.5,9.5,0,0,0,1.9,7.6,1.9
"91","Georgios Kalaitzakis",79,192,-6.11999188549633,-6.95116048182344,-13.0711523673198,5.2,11.3,0.463,1.7,4.4,0.385,3.5,6.9,0.512,2.4,5,0.467,1,2.5,3.5,2,1.9,0.3,3.4,3.2,14.5
"92","Giannis Antetokounmpo",83,242,5.71854940838008,2.25395399061023,7.9725033989903,11.3,20.3,0.553,1.2,4,0.293,10.1,16.4,0.616,9,12.5,0.722,2.2,10.5,12.7,6.3,1.2,1.5,3.6,3.5,32.7
"93","Grant Williams",78,236,-1.17376343814356,-0.0307309049677681,-1.20449434311132,3.9,8.3,0.475,2,5,0.411,1.9,3.3,0.569,1.7,1.8,0.905,1.2,4,5.3,1.5,0.7,1.1,1.2,3.6,11.6
"94","Grayson Allen",76,198,0.322844452004092,-0.087488784738775,0.235355667265317,5.1,11.3,0.448,3.2,7.8,0.409,1.9,3.6,0.533,1.3,1.5,0.865,0.6,3.8,4.4,2,0.9,0.4,0.9,1.9,14.6
"95","Harrison Barnes",80,225,1.22956368955627,-1.6649851402548,-0.435421450698526,5.4,11.6,0.469,2,5,0.394,3.5,6.6,0.525,4.7,5.7,0.826,1.1,4.9,6,2.6,0.7,0.2,1.6,1.3,17.6
"96","Herbert Jones",79,206,-1.15976960204618,2.5795051180756,1.41973551602941,4.2,8.9,0.476,0.9,2.6,0.337,3.3,6.3,0.533,2.1,2.5,0.84,1.5,3.1,4.6,2.6,2,0.9,1.5,3.7,11.4
"97","Immanuel Quickley",75,190,2.33943106464245,1.76137502984587,4.10080609448832,5.7,14.5,0.392,2.7,7.9,0.346,2.9,6.6,0.448,3.5,4,0.881,0.6,4.3,4.9,5.5,1.1,0.1,2,3.3,17.6
"98","Isaac Okoro",77,225,-1.10867984758253,0.225398404304867,-0.88328144327766,3.8,7.8,0.48,1,2.9,0.35,2.8,5,0.555,2.2,2.8,0.768,1.3,2.3,3.7,2.2,1,0.4,1.1,3,10.7
"99","Isaiah Jackson",82,205,-1.30000879186447,0.518464079020307,-0.78154471284416,7.7,13.7,0.563,0.3,1.1,0.313,7.4,12.6,0.584,4,5.9,0.682,4,5.9,9.9,0.7,1.7,3.5,2.7,6.1,19.8
"100","Isaiah Joe",76,165,-1.33938816011609,0.787664120217683,-0.551724039898411,3.7,10.5,0.35,2.7,8,0.333,1,2.5,0.405,1.7,1.8,0.935,0.4,3,3.3,2.1,0.8,0.2,1.1,2.8,11.7
"101","Isaiah Livers",78,232,-0.580037310506915,-1.51027110257226,-2.09030841307917,3.9,8.5,0.456,2.5,6,0.422,1.3,2.4,0.538,1.1,1.3,0.857,1.4,3.9,5.4,2,1.2,0.7,1.4,3.5,11.4
"102","Isaiah Thomas",69,185,-0.327217106485528,-1.74242206002465,-2.06963916651018,7.2,18.1,0.401,3,9,0.337,4.2,9.1,0.464,2.4,2.8,0.846,0.4,2.7,3.1,3.7,0.8,0.5,1.6,3.7,19.9
"103","Isaiah Todd",81,219,-8.91130330634781,-0.227056141138161,-9.13835944748597,3.4,12.6,0.269,1.9,7.8,0.25,1.5,4.9,0.3,1,2.9,0.333,1.5,4.4,5.8,1.9,1.9,1,1.9,1.9,9.7
"104","Ish Wainright",77,250,-2.42483499734177,1.26342879763869,-1.16140619970308,4.1,10.4,0.394,1.9,5.9,0.322,2.2,4.5,0.489,0.7,1.2,0.583,2.7,2.7,5.4,1.5,2,0.6,1.3,4.9,10.8
"105","JT Thor",81,203,-3.16557257431446,-1.26293959181694,-4.4285121661314,3.3,7.6,0.436,1,3.7,0.259,2.3,3.8,0.607,1.6,2.7,0.6,1.5,4.4,5.9,2.6,1.1,1.5,1.4,3.6,9.2
"106","JaVale McGee",84,270,-0.309008084244901,2.15274427485028,1.84373619060538,8.8,14.1,0.629,0.1,0.3,0.222,8.8,13.8,0.637,3.1,4.5,0.699,5,10.2,15.2,1.3,0.7,2.5,3,5.6,20.9
"107","Jabari Parker",79,245,-3.12225533938643,-2.95064652650339,-6.07290186588982,5.8,12.2,0.474,2.6,5.1,0.5,3.2,7.1,0.455,2.9,2.9,1,1.6,7.4,9,1.9,1.3,0.3,2.6,4.2,17
"108","Jaden McDaniels",81,185,-2.52753848967595,1.94539708458866,-0.582141405087284,5.1,11.1,0.46,1.6,5,0.317,3.5,6,0.579,1.1,1.4,0.803,1.5,4.3,5.9,1.6,1,1.1,1.5,4.5,12.9
"109","Jake Layman",80,209,-3.66765447806496,0.144183185896704,-3.52347129216825,4.7,11.4,0.411,1.2,5.5,0.229,3.4,5.9,0.579,2,2.8,0.722,0.9,4.7,5.6,1.4,1.1,0.8,1.6,1.9,12.6
"110","Jakob Poeltl",85,245,1.655734250395,2.4174384875464,4.0731727379414,7.5,12.1,0.618,0,0,1,7.5,12.1,0.618,1.7,3.5,0.495,4.8,6.8,11.6,3.5,0.8,2.2,2,3.9,16.7
"111","Jalen Johnson",80,219,-7.00554330135622,-1.32459230070655,-8.33013560206276,6.6,12.3,0.537,0.9,3.9,0.231,5.7,8.4,0.679,1.5,2.1,0.714,0.6,7.2,7.8,0.9,0.9,0.6,2.7,2.7,15.6
"112","Jalen McDaniels",81,205,-1.03808538363392,0.454543119766117,-0.583542263867808,4.9,10.2,0.484,1.6,4.3,0.38,3.3,5.9,0.562,2.1,2.9,0.736,1.5,5.3,6.8,2.3,1,0.9,1.4,3.7,13.7
"113","James Johnson",79,240,-1.85876213998424,-0.686439640456541,-2.54520178044078,4.4,9.3,0.469,0.7,2.6,0.271,3.7,6.7,0.545,0.9,1.7,0.527,1.5,5,6.5,3.9,0.9,1,1.5,4.9,10.3
"114","Jamorko Pickett",81,206,-3.81458824627448,-3.54438502948629,-7.35897327576077,3.7,10.2,0.36,2.7,8,0.333,1,2.3,0.455,0.2,0.4,0.5,1.2,5.3,6.5,1.4,0,1.4,1,2.5,10.2
"115","Jaren Jackson Jr.",83,242,-0.480549140677139,1.99390266926176,1.51335352858463,7.3,17.5,0.415,2.2,6.8,0.319,5.1,10.8,0.476,4.8,5.8,0.823,2,5.7,7.7,1.5,1.2,3,2.2,4.6,21.5
"116","Jarred Vanderbilt",81,214,0.0752203306106777,1.85944249088848,1.93466282149916,4.1,6.9,0.587,0,0.3,0.143,4,6.6,0.605,1.6,2.5,0.656,4.1,7.8,11.9,1.8,1.9,0.9,1.4,3.5,9.8
"117","Jarrett Allen",82,243,0.195469427125993,4.12514089162896,4.32061031875495,7.3,10.8,0.677,0,0.2,0.1,7.3,10.6,0.688,3.3,4.6,0.708,3.8,8.2,12,1.8,0.9,1.5,1.9,1.9,18
"118","Jay Scrubb",77,220,-4.66971214655102,0.247478880295806,-4.42223326625522,5.4,13.7,0.391,1.8,6.2,0.286,3.6,7.4,0.48,2.1,3,0.7,0.6,4.2,4.8,2.4,1.2,0.9,2.1,2.7,14.6
"119","Jayson Tatum",80,210,4.89208943779836,1.86000191718901,6.75209135498737,9.3,20.6,0.453,3,8.6,0.353,6.3,12,0.524,5.3,6.2,0.853,1.1,6.9,8,4.4,1,0.6,2.9,2.3,27
"120","Jeremy Lamb",77,180,0.767551364020982,-0.802987081069071,-0.035435717048089,5.1,13.4,0.383,2.1,6.5,0.324,3,6.8,0.441,3.4,4.1,0.84,1,4.9,5.9,3.1,1.2,0.8,1.4,2.3,15.8
"121","Jock Landale",83,255,-0.621985015502183,-1.82984685784635,-2.45183187334854,6.2,12.5,0.495,1.8,5.4,0.326,4.4,7,0.626,2.1,2.5,0.829,3.9,4.6,8.4,2.8,0.6,0.9,1.9,3.2,16.2
"122","Joe Ingles",80,220,-0.249625043197505,-1.12386266712647,-1.37348771032397,3.7,9.1,0.404,2.5,7.2,0.347,1.2,1.9,0.617,0.5,0.7,0.773,0.4,3.8,4.2,5.1,0.7,0.2,1.5,2.6,10.4
"123","Joe Wieskamp",78,205,-2.49112529531019,-2.53280329765312,-5.0239285929633,3.5,9.8,0.357,2.5,7.6,0.326,1.1,2.3,0.462,1.2,2.3,0.538,0.7,1.8,2.5,1.6,0.7,0.5,0.4,2.5,10.7
"124","John Konchar",77,210,0.510943219808844,0.646391666816429,1.15733488662527,3.8,7.3,0.515,1.4,3.5,0.413,2.3,3.8,0.61,0.8,1.4,0.551,2.4,6.7,9.2,3,1.3,0.6,0.8,2.5,9.7
"125","Jonathan Kuminga",79,225,-2.29303672518039,-1.42381936986684,-3.71685609504723,7.2,14,0.513,1.5,4.5,0.336,5.7,9.4,0.598,3.9,5.8,0.684,1.6,5.5,7.1,1.9,0.9,0.7,2.2,4.4,19.8
"126","Jordan McLaughlin",71,185,0.12285901399039,-0.0547529709190526,0.0681060430713373,3.5,8,0.44,1.1,3.4,0.318,2.4,4.6,0.53,1.2,1.6,0.75,0.9,2.9,3.8,7.2,2.3,0.4,1.5,2.2,9.3
"127","Jordan Poole",76,194,2.15188780775579,-0.822768645474823,1.32911916228097,7.5,16.7,0.448,3.3,9.1,0.364,4.1,7.5,0.55,3.9,4.2,0.925,0.5,3.6,4.1,4.8,0.9,0.4,2.9,3.2,22.2
"128","Jordan Schakel",78,200,-9.71897047050126,8.71916705074188,-0.999803419759374,1.2,13.2,0.091,1.2,7.2,0.167,0,6,0,2.4,2.4,1,2.4,7.2,9.6,0,1.2,0,1.2,0,6
"129","Jose Alvarado",72,179,0.701833434517239,4.74493004795222,5.44676348246946,5.7,12.7,0.446,1.4,4.7,0.291,4.3,7.9,0.538,1.6,2.3,0.679,1.1,3.2,4.3,6.6,3.1,0.3,1.7,3.2,14.2
"130","Josh Giddey",80,205,-1.83681650860672,0.543031297096554,-1.29378521151016,6,14.2,0.419,1.2,4.5,0.263,4.8,9.7,0.492,1.2,1.7,0.709,2.1,6.8,8.9,7.3,1.1,0.4,3.6,1.9,14.3
"131","Josh Jackson",80,207,-2.34523940927524,-0.556850344536789,-2.90208975381202,5.2,13,0.4,1.4,5.6,0.254,3.8,7.4,0.512,2.4,3.3,0.714,0.9,5.2,6.1,2.3,1.1,1,2,3.8,14.2
"132","Josh Okogie",76,213,-4.0462018511534,6.07304172334458,2.02683987219118,2.9,7.3,0.404,1,3.3,0.298,2,4,0.491,2.4,3.6,0.686,2,2.9,4.9,1.7,1.8,0.8,1.6,3.7,9.3
"133","Joshua Primo",76,189,-3.6942487395431,-0.615927811919131,-4.31017655146223,3.8,10.1,0.374,1.6,5.1,0.307,2.2,5,0.444,1.6,2.2,0.746,1.2,3,4.2,3,0.7,0.9,2.1,2.9,10.7
"134","Juan Toscano-Anderson",78,209,-1.6897023346572,0.611725485579958,-1.07797684907724,4.2,8.5,0.489,1,3.2,0.322,3.2,5.4,0.588,1.4,2.5,0.571,1,5.4,6.4,4.6,1.7,0.6,2.5,4.2,10.8
"135","Justin Anderson",77,231,-0.159103762722606,-4.90634367855119,-5.0654474412738,4.1,10.8,0.379,1.7,6.7,0.254,2.4,4.1,0.583,1.7,2.2,0.789,0.5,4.8,5.2,3.8,0.9,0.7,0.9,2.5,11.6
"136","Justin Jackson",80,220,-5.274834004258,0.801728612518316,-4.47310539173969,4.9,14.6,0.333,2.9,8.8,0.333,1.9,5.8,0.333,1.9,1.9,1,1,5.8,6.8,1.9,0,0,1,2.9,14.6
"137","Justise Winslow",78,222,-1.27649470116329,1.86086652948389,0.584371828320603,5.1,12,0.428,0.7,3.1,0.227,4.4,8.9,0.497,1.8,3.1,0.591,2.3,7.1,9.4,3.9,1.6,1.2,2.3,3.1,12.7
"138","KZ Okpala",80,215,-2.8167075251365,-3.40128952045781,-6.21799704559431,4.4,10.2,0.435,1.3,3.8,0.346,3.1,6.3,0.488,1.2,1.6,0.727,1.6,4.4,6,2.1,0.6,1,0.7,3.7,11.4
"139","Kai Jones",82,221,-7.67262885701207,-4.78943233835029,-12.4620611953624,5.1,8,0.643,0.6,1.1,0.5,4.6,6.9,0.667,1.7,4.6,0.375,1.7,4.6,6.3,2.3,0.6,1.1,3.4,4.6,12.6
"140","Karl-Anthony Towns",83,248,3.49824534990515,-1.12450291483204,2.3737424350731,9.3,17.7,0.529,2.2,5.3,0.41,7.2,12.3,0.58,5.6,6.8,0.822,2.8,7.7,10.6,3.9,1,1.2,3.3,3.9,26.4
"141","Keita Bates-Diop",80,229,-2.58070051455,1.0026952285937,-1.57800528595631,5.1,9.9,0.517,0.6,2.1,0.309,4.5,7.8,0.572,1.7,2.3,0.754,2.3,6.4,8.7,1.5,1,0.5,1.7,2.3,12.6
"142","Kelan Martin",77,230,-2.65668834161235,-0.339347891823569,-2.99603623343592,5.6,13.7,0.409,1.8,6,0.293,3.8,7.7,0.5,0.7,1,0.692,1.4,3,4.4,1.7,1,0.7,1.1,2.9,13.7
"143","Keldon Johnson",78,220,1.32374599772419,-0.408331489449493,0.915414508274696,7.1,15.2,0.466,2.4,6,0.398,4.7,9.2,0.51,2.7,3.5,0.756,1.2,5.7,6.9,2.4,0.9,0.2,1.4,2.2,19.2
"144","Kelly Olynyk",83,240,0.55865819812506,1.36493718998882,1.92359538811388,6,13.5,0.448,1.9,5.6,0.336,4.1,7.9,0.527,3.3,4.2,0.775,2.5,5.8,8.3,5.2,1.5,0.9,2.7,4.7,17.2
"145","Kelly Oubre Jr.",78,203,0.258026366667871,-1.11428889922607,-0.856262532558203,7.4,16.8,0.44,3.4,10,0.345,3.9,6.8,0.578,2.3,3.4,0.667,1.4,4,5.4,1.5,1.4,0.6,1.2,3.4,20.5
"146","Kemba Walker",72,184,-0.305030159962516,0.013752893985981,-0.291277265976535,5.7,14.1,0.403,2.8,7.6,0.367,2.9,6.5,0.444,2.3,2.7,0.845,0.5,3.7,4.2,5,1,0.3,1.8,1.4,16.4
"147","Kenrich Williams",78,210,-1.18623622982953,3.83291792670275,2.64668169687323,4.9,10.6,0.461,1.4,4.1,0.339,3.5,6.6,0.536,1,1.8,0.545,2.5,4.9,7.4,3.6,1.5,0.3,1.5,2.7,12.2
"148","Kent Bazemore",76,195,-3.63102570883889,3.70050430621234,0.0694785973734415,3,9.2,0.324,1.9,5.3,0.363,1.1,3.9,0.271,0.9,1.1,0.765,0.9,3.7,4.6,2.2,1.7,0.6,1.4,4.6,8.7
"149","Kenyon Martin Jr.",77,215,-0.22029803949106,-2.84624436195851,-3.06654240144957,6.1,11.4,0.533,1.3,3.7,0.357,4.8,7.7,0.617,1.7,2.7,0.634,1.7,4.7,6.5,2.2,0.7,0.9,1.3,2.5,15.1
"150","Keon Johnson",76,185,-5.17416310736738,-3.33271834855494,-8.50688145592233,5,14,0.353,1.8,5.2,0.34,3.2,8.9,0.36,2.1,2.6,0.804,1.2,2.9,4.2,3.9,1.4,0.6,2.4,3.6,13.8
"151","Kevin Love",80,251,1.94836973116775,0.349743856250541,2.29811358741829,7.1,16.5,0.43,4,10.3,0.392,3,6.1,0.493,3.6,4.3,0.838,1.9,9.7,11.6,3.5,0.6,0.4,2.1,2.2,21.8
"152","Kevin Pangos",73,179,-4.78252386741597,-2.11125534245009,-6.89377920986605,3.3,10,0.326,1.3,5.6,0.231,2,4.3,0.45,0.7,0.9,0.75,0.4,2,2.4,6.5,0.7,0,1.5,2.4,8.5
"153","Kevin Porter Jr.",76,203,0.21495997850359,-0.0212306752571298,0.19372930324646,6.3,15.3,0.415,2.9,7.8,0.375,3.4,7.5,0.456,2.3,3.6,0.642,0.8,4.2,5,7.1,1.3,0.4,3.6,2.9,17.9
"154","Kevon Looney",81,222,-0.659033442530112,1.40015397382057,0.741120531290456,4.3,7.6,0.571,0,0,0,4.3,7.5,0.573,1.6,2.6,0.6,4.3,8.1,12.4,3.4,1,1.1,1.4,4.5,10.2
"155","Killian Tillie",81,220,-3.40111490655,0.90638705909909,-2.49472784745091,3.4,9.9,0.339,2.1,6.7,0.314,1.2,3.2,0.39,0.4,0.6,0.625,1.6,3,4.7,1.7,1.8,1.2,1,4.5,9.2
"156","Kira Lewis Jr.",73,170,-3.61422428380356,-0.361071750360979,-3.97529603416454,6.2,15.4,0.404,1.4,6.1,0.224,4.9,9.3,0.523,1.1,1.3,0.833,1,3.2,4.1,5.2,1.2,0.1,2.7,1.8,14.9
"157","Klay Thompson",78,220,0.908576777228986,-1.80659720394942,-0.89802042672043,9.4,21.9,0.429,4.4,11.3,0.385,5,10.6,0.477,1.8,2,0.902,0.6,4.2,4.8,3.4,0.6,0.7,1.6,2.1,24.9
"158","Kyle Anderson",81,230,-1.51310111265447,0.973443079319712,-0.539658033334757,5.1,11.4,0.446,0.9,2.6,0.33,4.2,8.7,0.481,1.6,2.5,0.638,1.7,7.3,8.9,4.4,1.9,1.1,1.7,2.6,12.6
"159","Kyle Kuzma",81,221,-1.76330867702618,-0.670172188716687,-2.43348086574286,6.9,15.3,0.452,2.1,6.1,0.341,4.8,9.2,0.526,2.5,3.6,0.712,1.1,8,9.2,3.8,0.7,0.9,2.8,2.1,18.5
"160","Kyle Lowry",72,196,2.16198847276832,1.08544228105384,3.24743075382215,4.7,10.6,0.44,2.4,6.4,0.377,2.2,4.1,0.539,2.5,2.9,0.851,0.6,4.2,4.8,8,1.1,0.3,2.8,3,14.2
"161","Kyrie Irving",74,195,5.59557417459518,-0.811885641956641,4.78368853263854,9.5,20.3,0.469,3.3,7.9,0.418,6.2,12.4,0.501,3.9,4.3,0.915,0.5,3.7,4.2,5.5,1.4,0.6,2.4,2.7,26.3
"162","LaMarcus Aldridge",83,250,-0.224043368810279,1.94398187596363,1.71993850715335,8.6,15.7,0.55,0.5,1.6,0.304,8.2,14.1,0.578,3.1,3.5,0.873,2.5,6.3,8.8,1.4,0.5,1.6,1.5,2.7,20.8
"163","LaMelo Ball",79,180,2.70821625251817,-0.605375907312246,2.10284034520592,8,18.6,0.429,3.3,8.4,0.389,4.7,10.2,0.462,3.2,3.6,0.872,1.6,5.8,7.4,8.5,1.8,0.4,3.6,3.5,22.4
"164","Landry Shamet",76,190,-0.642608655284713,0.159765240271562,-0.482843415013152,4.8,12.2,0.394,3.1,8.4,0.368,1.7,3.8,0.45,1.7,2,0.84,0.4,2.8,3.2,2.7,0.7,0.2,1,2.3,14.4
"165","Lauri Markkanen",83,240,1.6921031739046,-0.854289413238989,0.837813760665609,6,13.5,0.445,2.6,7.3,0.358,3.4,6.2,0.548,2.6,3,0.868,1.1,5.5,6.6,1.6,0.9,0.6,1,2.5,17.3
"166","LeBron James",81,250,4.65330337469631,0.067199295478592,4.7205026701749,11.1,21.1,0.524,2.8,7.7,0.359,8.3,13.4,0.62,4.4,5.8,0.756,1.1,6.8,7.9,6,1.3,1,3.4,2.1,29.3
"167","Lindell Wigginton",73,189,-3.08093263385022,-3.46976087978106,-6.55069351363129,4.7,11,0.426,1.6,4.7,0.346,3.1,6.3,0.486,3.4,6.3,0.543,0.5,4,4.5,4.2,0.9,0.2,2.2,3.1,14.5
"168","Lindy Waters III",78,215,0.605612523810156,0.803145868530335,1.40875839234049,5.5,13.5,0.406,4.1,11.3,0.363,1.4,2.2,0.621,0.3,0.4,0.8,0.5,5.2,5.7,1.9,1.5,0.6,0.9,2.4,15.4
"169","Lonnie Walker IV",76,204,-1.40994009610278,-1.75868973220576,-3.16862982830854,6.9,17.1,0.407,2.5,7.9,0.314,4.5,9.2,0.487,2.6,3.3,0.784,0.4,3.6,4,3.4,1,0.4,1.6,2.2,19
"170","Lonzo Ball",78,190,0.0634403730581994,2.85572703973263,2.91916741279082,4.8,11.4,0.423,3.3,7.7,0.423,1.5,3.7,0.423,0.6,0.8,0.75,1,4.6,5.6,5.3,1.9,0.9,2.4,2.5,13.5
"171","Lou Williams",74,175,-1.40396246109122,-1.03162437298483,-2.43558683407605,5.6,14.4,0.391,1.7,4.6,0.363,4,9.8,0.404,3,3.5,0.859,0.7,3.2,3.9,4.7,1.3,0.1,1.9,2.2,15.9
"172","Louis King",79,205,-1.49354113114179,-0.333665087530558,-1.82720621867235,5.2,16.3,0.319,2.8,9.3,0.296,2.4,6.9,0.35,2.4,3.5,0.7,0,4.2,4.2,3.1,0.7,0.3,0,4.8,15.6
"173","Luka Garza",82,243,-0.548107223616671,-2.40163061889208,-2.94973784250875,6.1,13.6,0.449,1.5,4.5,0.327,4.6,9.1,0.51,3.5,5.6,0.623,5.4,3.9,9.3,1.9,0.8,0.6,1.7,5.1,17.2
"174","Luke Kennard",77,206,1.53169008061821,-0.64579923402103,0.885890846597178,5.4,12,0.449,3.6,7.9,0.449,1.8,4.1,0.449,1.3,1.4,0.896,0.4,3.9,4.3,2.7,0.8,0.1,1.1,1.9,15.6
"175","Luke Kornet",86,250,3.19475324018701,2.79425235023297,5.98900559041998,4.5,9.4,0.481,0,1.7,0,4.5,7.7,0.591,1.4,2.1,0.667,4.5,5.6,10.1,3.1,1,1,0,3.1,10.5
"176","Mac McClung",74,185,-4.88078573083187,-4.83513378605983,-9.7159195168917,4.3,8.6,0.5,1.4,4.3,0.333,2.9,4.3,0.667,1.4,1.4,1,0,4.3,4.3,1.4,1.4,1.4,4.3,7.2,11.5
"177","Malik Beasley",76,187,0.739671359754675,-2.17352299295099,-1.43385163319631,6,15.5,0.391,4.4,11.6,0.377,1.7,3.9,0.432,0.9,1.1,0.817,0.5,3.7,4.1,2.1,0.8,0.2,0.8,1.6,17.4
"178","Marcus Garrett",77,205,-2.73219702124986,-3.93819962123466,-6.67039664248452,1.4,5.9,0.238,0.3,1.1,0.25,1.1,4.8,0.235,0.6,1.4,0.4,2.5,3.9,6.5,2,1.4,0.8,0.6,4.5,3.7
